Timestamp,RSS (MB),Shared (MB),User CPU Time (s),System CPU Time (s),Voluntary Context Switches,Involuntary Context Switches
1732300658.3918998,36.875,28.828125,4.85,0.39,3624,2035
1732300658.442059,36.875,28.828125,4.85,0.39,3628,2035
1732300658.4921644,36.875,28.828125,4.86,0.39,3632,2036
1732300658.5422451,36.875,28.828125,4.87,0.39,3635,2036
1732300658.5928402,36.875,28.828125,4.87,0.39,3640,2037
1732300658.6425738,36.875,28.828125,4.88,0.39,3644,2038
1732300658.6927345,36.875,28.828125,4.88,0.39,3648,2039
1732300658.7427585,36.875,28.828125,4.89,0.39,3650,2039
1732300658.7930188,36.875,28.828125,4.9,0.39,3654,2040
1732300658.8431165,36.875,28.828125,4.9,0.4,3658,2040
1732300658.8933578,36.875,28.828125,4.91,0.4,3662,2040
1732300658.9435377,36.875,28.828125,4.91,0.4,3666,2040
1732300658.9935503,36.875,28.828125,4.92,0.4,3670,2040
1732300659.0437057,36.875,28.828125,4.93,0.4,3675,2040
1732300659.0938072,36.875,28.828125,4.93,0.4,3678,2040
1732300659.1439006,36.875,28.828125,4.94,0.4,3683,2040
1732300659.1940467,36.875,28.828125,4.95,0.4,3687,2040
1732300659.2448971,36.875,28.828125,4.96,0.4,3691,2040
1732300659.2943108,36.875,28.828125,4.96,0.4,3694,2040
1732300659.3445272,36.875,28.828125,4.97,0.4,3698,2040
1732300659.3945456,36.875,28.828125,4.97,0.4,3702,2040
1732300659.4446664,36.875,28.828125,4.98,0.4,3707,2041
1732300659.4947765,36.875,28.828125,4.98,0.4,3710,2042
1732300659.5450516,36.875,28.828125,4.99,0.4,3714,2042
1732300659.5950096,36.875,28.828125,5.0,0.4,3718,2042
1732300659.6451042,36.875,28.828125,5.0,0.4,3722,2042
1732300659.6952097,36.875,28.828125,5.01,0.4,3726,2042
1732300659.74532,36.875,28.828125,5.02,0.4,3730,2042
1732300659.7963047,36.875,28.828125,5.02,0.4,3734,2042
1732300659.8456397,36.875,28.828125,5.03,0.4,3738,2044
1732300659.895814,36.875,28.828125,5.04,0.4,3744,2044
1732300659.9457994,36.875,28.828125,5.04,0.4,3748,2044
1732300659.9962184,36.875,28.828125,5.05,0.4,3753,2044
1732300660.0460932,36.875,28.828125,5.06,0.4,3757,2045
1732300660.0962036,36.875,28.828125,5.06,0.4,3761,2046
1732300660.1463609,36.875,28.828125,5.07,0.4,3765,2046
1732300660.1964264,36.875,28.828125,5.08,0.4,3769,2048
1732300660.2465441,36.875,28.828125,5.08,0.4,3774,2049
1732300660.296674,36.875,28.828125,5.09,0.4,3778,2050
1732300660.3470204,36.875,28.828125,5.1,0.4,3782,2053
1732300660.3969798,36.875,28.828125,5.1,0.4,3785,2053
1732300660.4476032,36.875,28.828125,5.11,0.4,3789,2054
1732300660.4971478,36.875,28.828125,5.12,0.4,3794,2056
1732300660.5475092,36.875,28.828125,5.13,0.4,3798,2056
1732300660.5974004,36.875,28.828125,5.13,0.4,3802,2056
1732300660.6474884,36.875,28.828125,5.14,0.4,3806,2056
1732300660.697599,36.875,28.828125,5.15,0.4,3810,2056
1732300660.7477446,36.875,28.828125,5.15,0.4,3814,2056
1732300660.797815,36.875,28.828125,5.16,0.4,3818,2056
1732300660.8482082,36.875,28.828125,5.16,0.4,3822,2056
1732300660.898519,36.875,28.828125,5.17,0.4,3826,2059
1732300660.9482086,36.875,28.828125,5.18,0.4,3831,2064
1732300660.9983416,36.875,28.828125,5.18,0.4,3835,2064
1732300661.048424,36.875,28.828125,5.19,0.4,3839,2065
1732300661.0985384,36.875,28.828125,5.2,0.4,3843,2065
1732300661.148844,36.875,28.828125,5.2,0.4,3847,2092
1732300661.1989493,36.875,28.828125,5.21,0.4,3851,2116
1732300661.2491255,36.875,28.828125,5.21,0.4,3856,2129
1732300661.299281,36.875,28.828125,5.22,0.4,3860,2155
1732300661.3493834,36.875,28.828125,5.22,0.4,3864,2166
1732300661.3995147,36.875,28.828125,5.23,0.4,3868,2192
1732300661.4496613,36.875,28.828125,5.24,0.4,3872,2226
1732300661.4997075,36.875,28.828125,5.24,0.4,3876,2259
1732300661.5498543,36.875,28.828125,5.25,0.4,3880,2259
1732300661.6000605,36.875,28.828125,5.25,0.4,3884,2260
1732300661.6502466,36.875,28.828125,5.26,0.4,3888,2262
1732300661.7002447,36.875,28.828125,5.27,0.4,3893,2262
1732300661.7503293,36.875,28.828125,5.28,0.4,3897,2266
1732300661.800502,36.875,28.828125,5.28,0.4,3901,2268
1732300661.850594,36.875,28.828125,5.29,0.4,3906,2268
1732300661.9007409,36.875,28.828125,5.29,0.4,3909,2268
1732300661.9508243,36.875,28.828125,5.3,0.4,3914,2271
1732300662.0009525,36.875,28.828125,5.3,0.41,3918,2276
1732300662.0511706,36.875,28.828125,5.31,0.41,3921,2276
1732300662.101358,36.875,28.828125,5.32,0.41,3926,2276
1732300662.1514773,36.875,28.828125,5.32,0.41,3929,2276
1732300662.2015882,36.875,28.828125,5.33,0.41,3933,2276
1732300662.2517068,36.875,28.828125,5.34,0.41,3937,2276
1732300662.3018472,36.875,28.828125,5.34,0.41,3942,2278
1732300662.3520103,36.875,28.828125,5.35,0.41,3946,2278
1732300662.4020405,36.875,28.828125,5.35,0.41,3949,2278
1732300662.4522347,36.875,28.828125,5.36,0.41,3953,2280
1732300662.5023317,36.875,28.828125,5.36,0.41,3957,2283
1732300662.5525103,36.875,28.828125,5.37,0.41,3960,2286
1732300662.6025925,36.875,28.828125,5.38,0.41,3966,2289
1732300662.6528125,36.875,28.828125,5.38,0.41,3970,2291
1732300662.7027009,36.875,28.828125,5.39,0.42,3973,2294
1732300662.752902,36.875,28.828125,5.39,0.42,3977,2294
1732300662.8035407,36.875,28.828125,5.39,0.42,3980,2297
1732300662.853261,36.875,28.828125,5.4,0.43,3984,2297
1732300662.9032705,36.875,28.828125,5.4,0.43,3987,2297
1732300662.9534266,36.875,28.828125,5.4,0.43,3994,2298
1732300663.0036337,36.875,28.828125,5.41,0.43,4001,2299
1732300663.0538168,36.875,28.828125,5.42,0.43,4005,2299
1732300663.1037352,36.875,28.828125,5.42,0.43,4009,2299
1732300663.1538582,36.875,28.828125,5.43,0.43,4013,2301
1732300663.2041416,36.875,28.828125,5.43,0.43,4024,2302
1732300663.254291,36.875,28.828125,5.44,0.43,4028,2302
1732300663.304458,36.875,28.828125,5.44,0.43,4032,2302
1732300663.3544495,36.875,28.828125,5.45,0.43,4035,2304
1732300663.4047248,36.875,28.828125,5.46,0.43,4040,2306
1732300663.4548318,36.875,28.828125,5.46,0.43,4043,2306
1732300663.504946,36.875,28.828125,5.47,0.43,4048,2308
1732300663.5550234,36.875,28.828125,5.48,0.43,4050,2308
1732300663.6050427,36.875,28.828125,5.48,0.43,4055,2309
1732300663.6552541,36.875,28.828125,5.49,0.43,4058,2311
1732300663.7054212,36.875,28.828125,5.49,0.43,4071,2311
1732300663.7554462,36.875,28.828125,5.5,0.43,4078,2312
1732300663.8055913,36.875,28.828125,5.51,0.43,4081,2312
1732300663.8559215,36.875,28.828125,5.51,0.43,4086,2312
1732300663.9060144,36.875,28.828125,5.52,0.43,4090,2312
1732300663.956263,36.875,28.828125,5.52,0.43,4093,2312
1732300664.0063083,36.875,28.828125,5.53,0.43,4096,2312
1732300664.0563698,36.875,28.828125,5.53,0.43,4099,2312
1732300664.1069784,36.875,28.828125,5.54,0.43,4102,2312
1732300664.156855,36.875,28.828125,5.55,0.43,4106,2313
1732300664.2070117,36.875,28.828125,5.55,0.44,4109,2315
1732300664.2570875,36.875,28.828125,5.55,0.44,4113,2319
1732300664.3071167,36.875,28.828125,5.56,0.44,4116,2319
1732300664.3573902,36.875,28.828125,5.56,0.44,4120,2319
1732300664.4073684,36.875,28.828125,5.57,0.44,4124,2321
1732300664.457569,36.875,28.828125,5.57,0.44,4127,2322
1732300664.5075722,36.875,28.828125,5.58,0.44,4131,2322
1732300664.5579166,36.875,28.828125,5.58,0.44,4134,2322
1732300664.6082819,36.875,28.828125,5.59,0.44,4138,2322
1732300664.6580439,36.875,28.828125,5.59,0.44,4141,2322
1732300664.708204,36.875,28.828125,5.6,0.44,4144,2325
1732300664.7582633,36.875,28.828125,5.61,0.44,4148,2329
1732300664.8086145,36.875,28.828125,5.61,0.44,4151,2329
1732300664.8590155,36.875,28.828125,5.61,0.45,4155,2330
1732300664.909112,36.875,28.828125,5.62,0.45,4158,2331
1732300664.9591544,36.875,28.828125,5.62,0.45,4162,2333
1732300665.0093694,36.875,28.828125,5.63,0.45,4165,2333
1732300665.059527,36.875,28.828125,5.63,0.45,4169,2333
1732300665.1096323,36.875,28.828125,5.63,0.45,4172,2334
1732300665.1597636,36.875,28.828125,5.64,0.45,4176,2335
1732300665.209963,36.875,28.828125,5.65,0.45,4180,2337
1732300665.2599983,36.875,28.828125,5.65,0.45,4183,2337
1732300665.3104048,36.875,28.828125,5.66,0.45,4187,2342
1732300665.360263,36.875,28.828125,5.66,0.45,4190,2342
1732300665.4103098,36.875,28.828125,5.67,0.45,4193,2343
1732300665.460734,36.875,28.828125,5.68,0.45,4197,2344
1732300665.5105743,36.875,28.828125,5.68,0.45,4200,2347
1732300665.560735,36.875,28.828125,5.69,0.45,4204,2347
1732300665.610817,36.875,28.828125,5.69,0.45,4207,2348
1732300665.6609452,36.875,28.828125,5.69,0.46,4211,2348
1732300665.7111402,36.875,28.828125,5.7,0.46,4215,2348
1732300665.761264,36.875,28.828125,5.7,0.46,4218,2348
1732300665.811351,36.875,28.828125,5.71,0.46,4221,2348
1732300665.861534,36.875,28.828125,5.71,0.46,4225,2348
1732300665.9116943,36.875,28.828125,5.72,0.46,4228,2348
1732300665.9618886,36.875,28.828125,5.72,0.46,4231,2349
1732300666.0120003,36.875,28.828125,5.73,0.46,4235,2349
1732300666.0621696,36.875,28.828125,5.74,0.46,4239,2349
1732300666.1123235,36.875,28.828125,5.74,0.46,4242,2349
1732300666.163003,36.875,28.828125,5.75,0.46,4246,2349
1732300666.2126863,36.875,28.828125,5.75,0.46,4249,2350
1732300666.2626784,36.875,28.828125,5.76,0.46,4253,2351
1732300666.3129177,36.875,28.828125,5.77,0.46,4258,2353
1732300666.3628557,36.875,28.828125,5.77,0.46,4261,2355
1732300666.4130857,36.875,28.828125,5.77,0.46,4264,2384
1732300666.4630218,36.875,28.828125,5.78,0.46,4268,2404
1732300666.5133557,36.875,28.828125,5.78,0.46,4271,2404
1732300666.5634737,36.875,28.828125,5.79,0.46,4275,2406
1732300666.6135895,36.875,28.828125,5.79,0.46,4278,2410
1732300666.6637123,36.875,28.828125,5.8,0.46,4281,2410
1732300666.7138474,36.875,28.828125,5.8,0.46,4286,2410
1732300666.76399,36.875,28.828125,5.81,0.46,4290,2418
1732300666.8139613,36.875,28.828125,5.81,0.46,4293,2419
1732300666.8642116,36.875,28.828125,5.82,0.46,4297,2419
1732300666.914363,36.875,28.828125,5.83,0.46,4301,2422
1732300666.9644234,36.875,28.828125,5.83,0.46,4303,2422
1732300667.0146654,36.875,28.828125,5.83,0.46,4308,2425
1732300667.0648077,36.875,28.828125,5.83,0.47,4311,2432
1732300667.11493,36.875,28.828125,5.84,0.47,4315,2432
1732300667.1651297,36.875,28.828125,5.84,0.47,4319,2432
1732300667.2153,36.875,28.828125,5.85,0.47,4324,2432
1732300667.265413,36.875,28.828125,5.86,0.47,4327,2433
1732300667.3154984,36.875,28.828125,5.86,0.47,4331,2435
1732300667.365613,36.875,28.828125,5.87,0.47,4334,2435
1732300667.415748,36.875,28.828125,5.87,0.47,4337,2435
1732300667.465845,36.875,28.828125,5.88,0.47,4341,2435
1732300667.515994,36.875,28.828125,5.88,0.47,4344,2438
1732300667.565994,36.875,28.828125,5.89,0.47,4348,2440
1732300667.6161907,36.875,28.828125,5.89,0.47,4352,2441
1732300667.6662707,36.875,28.828125,5.9,0.47,4355,2441
1732300667.7164378,36.875,28.828125,5.9,0.47,4358,2442
1732300667.7664733,36.875,28.828125,5.91,0.47,4362,2442
1732300667.8169985,36.875,28.828125,5.92,0.47,4365,2442
1732300667.8668165,36.875,28.828125,5.92,0.47,4368,2442
1732300667.9171228,36.875,28.828125,5.93,0.47,4372,2442
1732300667.9670596,36.875,28.828125,5.94,0.47,4376,2442
1732300668.017288,36.875,28.828125,5.94,0.47,4379,2442
1732300668.0673492,36.875,28.828125,5.95,0.47,4383,2442
1732300668.1175222,36.875,28.828125,5.95,0.47,4386,2442
1732300668.1675608,36.875,28.828125,5.96,0.47,4390,2444
1732300668.217723,36.875,28.828125,5.97,0.47,4394,2444
1732300668.2678282,36.875,28.828125,5.97,0.47,4398,2444
1732300668.317935,36.875,28.828125,5.98,0.47,4402,2444
1732300668.368061,36.875,28.828125,5.99,0.47,4406,2446
1732300668.4182272,36.875,28.828125,5.99,0.47,4410,2446
1732300668.4683263,36.875,28.828125,6.0,0.48,4414,2446
1732300668.5184534,36.875,28.828125,6.01,0.48,4418,2447
1732300668.5686078,36.875,28.828125,6.01,0.48,4422,2448
1732300668.618705,36.875,28.828125,6.02,0.48,4426,2451
1732300668.6689057,36.875,28.828125,6.02,0.48,4430,2452
1732300668.7189517,36.875,28.828125,6.03,0.48,4434,2453
1732300668.7691567,36.875,28.828125,6.03,0.48,4437,2453
1732300668.8191738,36.875,28.828125,6.04,0.48,4441,2453
1732300668.869231,36.875,28.828125,6.05,0.48,4445,2453
1732300668.9193923,36.875,28.828125,6.05,0.48,4450,2455
1732300668.9694881,36.875,28.828125,6.06,0.48,4453,2457
1732300669.0196846,36.875,28.828125,6.07,0.48,4458,2458
1732300669.0697975,36.875,28.828125,6.07,0.48,4463,2458
1732300669.1199813,36.875,28.828125,6.08,0.48,4468,2458
1732300669.1700752,36.875,28.828125,6.08,0.48,4471,2458
1732300669.2201936,36.875,28.828125,6.09,0.48,4475,2458
1732300669.2703378,36.875,28.828125,6.1,0.48,4478,2458
1732300669.3205402,36.875,28.828125,6.1,0.48,4482,2458
1732300669.3705928,36.875,28.828125,6.11,0.48,4486,2458
1732300669.420787,36.875,28.828125,6.11,0.48,4489,2458
1732300669.4707077,36.875,28.828125,6.12,0.48,4493,2459
1732300669.5208132,36.875,28.828125,6.12,0.49,4497,2468
1732300669.5709314,36.875,28.828125,6.13,0.49,4500,2477
1732300669.6212456,36.875,28.828125,6.13,0.49,4504,2488
1732300669.6713734,36.875,28.828125,6.14,0.49,4508,2493
1732300669.7214665,36.875,28.828125,6.14,0.49,4512,2528
1732300669.771658,36.875,28.828125,6.14,0.5,4515,2548
1732300669.821735,36.875,28.828125,6.14,0.5,4519,2570
1732300669.8718662,36.875,28.828125,6.15,0.5,4523,2570
1732300669.9219964,36.875,28.828125,6.15,0.5,4527,2571
1732300669.97205,36.875,28.828125,6.16,0.5,4531,2572
1732300670.0222123,36.875,28.828125,6.17,0.5,4534,2574
1732300670.0723784,36.875,28.828125,6.17,0.5,4538,2574
1732300670.1225114,36.875,28.828125,6.17,0.5,4542,2574
1732300670.1726348,36.875,28.828125,6.18,0.5,4546,2574
1732300670.2227592,36.875,28.828125,6.19,0.5,4550,2574
1732300670.2729032,36.875,28.828125,6.19,0.5,4554,2574
1732300670.3230686,36.875,28.828125,6.2,0.5,4558,2574
1732300670.3731825,36.875,28.828125,6.21,0.5,4563,2574
1732300670.423292,36.875,28.828125,6.21,0.5,4567,2575
1732300670.473401,36.875,28.828125,6.22,0.5,4570,2575
1732300670.523522,36.875,28.828125,6.22,0.5,4577,2575
1732300670.5736034,36.875,28.828125,6.23,0.5,4583,2575
1732300670.6238344,36.875,28.828125,6.24,0.5,4587,2575
1732300670.673922,36.875,28.828125,6.24,0.5,4593,2575
1732300670.7240596,36.875,28.828125,6.25,0.51,4598,2575
1732300670.774377,36.875,28.828125,6.25,0.51,4601,2575
1732300670.8243234,36.875,28.828125,6.26,0.51,4606,2575
1732300670.8755083,36.875,28.828125,6.27,0.51,4609,2575
1732300670.9256132,36.875,28.828125,6.27,0.51,4612,2575
1732300670.9757502,36.875,28.828125,6.28,0.51,4616,2576
1732300671.0259495,36.875,28.828125,6.29,0.51,4620,2577
1732300671.076167,36.875,28.828125,6.29,0.51,4624,2577
1732300671.126317,36.875,28.828125,6.3,0.51,4629,2577
1732300671.1764016,36.875,28.828125,6.3,0.51,4632,2578
1732300671.2265418,36.875,28.828125,6.31,0.51,4636,2578
1732300671.2767816,36.875,28.828125,6.31,0.51,4640,2578
1732300671.3267665,36.875,28.828125,6.32,0.51,4645,2579
1732300671.3768868,36.875,28.828125,6.33,0.51,4649,2579
1732300671.4270098,36.875,28.828125,6.33,0.51,4653,2579
1732300671.4771879,36.875,28.828125,6.34,0.51,4657,2579
1732300671.5273001,36.875,28.828125,6.35,0.51,4661,2579
1732300671.5773962,36.875,28.828125,6.35,0.51,4665,2579
1732300671.6275709,36.875,28.828125,6.35,0.51,4675,2581
1732300671.6776798,36.875,28.828125,6.35,0.52,4679,2581
1732300671.7278469,36.875,28.828125,6.36,0.52,4682,2581
1732300671.7779348,36.875,28.828125,6.36,0.52,4685,2582
1732300671.8280382,36.875,28.828125,6.37,0.53,4690,2582
1732300671.8781805,36.875,28.828125,6.37,0.53,4694,2582
1732300671.92832,36.875,28.828125,6.38,0.53,4698,2583
1732300671.978362,36.875,28.828125,6.38,0.53,4702,2584
1732300672.0285308,36.875,28.828125,6.39,0.53,4706,2585
1732300672.078662,36.875,28.828125,6.39,0.54,4711,2585
1732300672.128845,36.875,28.828125,6.39,0.54,4714,2585
1732300672.1789331,36.875,28.828125,6.4,0.54,4718,2585
1732300672.2290897,36.875,28.828125,6.4,0.54,4722,2585
1732300672.2792006,36.875,28.828125,6.41,0.54,4726,2585
1732300672.329364,36.875,28.828125,6.42,0.54,4730,2585
1732300672.3794818,36.875,28.828125,6.42,0.54,4733,2585
1732300672.4296033,36.875,28.828125,6.43,0.54,4738,2585
1732300672.479747,36.875,28.828125,6.44,0.54,4742,2586
1732300672.5298622,36.875,28.828125,6.44,0.55,4747,2586
1732300672.579944,36.875,28.828125,6.45,0.55,4751,2599
1732300672.6301422,36.875,28.828125,6.45,0.55,4755,2612
1732300672.6802197,36.875,28.828125,6.46,0.55,4759,2612
1732300672.730391,36.875,28.828125,6.46,0.55,4764,2618
1732300672.7804928,36.875,28.828125,6.47,0.55,4768,2637
1732300672.8306055,36.875,28.828125,6.47,0.55,4773,2644
1732300672.8808863,36.875,28.828125,6.48,0.55,4777,2644
1732300672.9309583,36.875,28.828125,6.48,0.55,4781,2653
1732300672.981117,36.875,28.828125,6.49,0.55,4786,2655
1732300673.0309935,36.875,28.828125,6.49,0.55,4789,2655
1732300673.0813112,36.875,28.828125,6.5,0.55,4794,2659
1732300673.1313741,36.875,28.828125,6.51,0.55,4798,2659
1732300673.1814694,36.875,28.828125,6.51,0.55,4802,2662
1732300673.2316184,36.875,28.828125,6.52,0.55,4807,2663
1732300673.2817867,36.875,28.828125,6.53,0.55,4811,2663
1732300673.3319178,36.875,28.828125,6.53,0.55,4815,2663
1732300673.3819976,36.875,28.828125,6.54,0.55,4820,2663
1732300673.4321578,36.875,28.828125,6.54,0.55,4824,2663
1732300673.4822965,36.875,28.828125,6.55,0.55,4828,2663
1732300673.5324411,36.875,28.828125,6.56,0.55,4832,2663
1732300673.5825012,36.875,28.828125,6.56,0.55,4836,2665
1732300673.6327703,36.875,28.828125,6.57,0.55,4840,2665
1732300673.6828086,36.875,28.828125,6.58,0.55,4844,2665
1732300673.732981,36.875,28.828125,6.58,0.56,4848,2665
1732300673.783016,36.875,28.828125,6.59,0.56,4852,2665
1732300673.8331964,36.875,28.828125,6.59,0.56,4856,2665
1732300673.883278,36.875,28.828125,6.6,0.56,4860,2665
1732300673.933419,36.875,28.828125,6.6,0.56,4864,2667
1732300673.9834652,36.875,28.828125,6.61,0.56,4868,2667
1732300674.0337093,36.875,28.828125,6.62,0.56,4873,2667
1732300674.0838068,36.875,28.828125,6.63,0.56,4876,2667
1732300674.1339464,36.875,28.828125,6.63,0.57,4880,2667
1732300674.184063,36.875,28.828125,6.63,0.57,4884,2694
1732300674.2342007,36.875,28.828125,6.63,0.58,4888,2695
1732300674.2843475,36.875,28.828125,6.63,0.58,4892,2706
1732300674.3344848,36.875,28.828125,6.64,0.58,4897,2724
1732300674.3845499,36.875,28.828125,6.64,0.58,4901,2740
1732300674.434502,36.875,28.828125,6.65,0.58,4904,2744
1732300674.484629,36.875,28.828125,6.65,0.58,4908,2757
1732300674.5349023,36.875,28.828125,6.66,0.58,4912,2760
1732300674.5854096,36.875,28.828125,6.66,0.58,4915,2762
1732300674.6354663,36.875,28.828125,6.67,0.58,4921,2763
1732300674.685838,36.875,28.828125,6.68,0.58,4926,2763
1732300674.735755,36.875,28.828125,6.68,0.58,4930,2763
1732300674.785775,36.875,28.828125,6.69,0.58,4934,2764
1732300674.8360078,36.875,28.828125,6.69,0.58,4937,2764
1732300674.8861215,36.875,28.828125,6.7,0.58,4941,2764
1732300674.9362059,36.875,28.828125,6.71,0.58,4945,2769
1732300674.9863293,36.875,28.828125,6.71,0.58,4949,2769
1732300675.0364766,36.875,28.828125,6.72,0.58,4953,2770
1732300675.0864816,36.875,28.828125,6.73,0.58,4958,2771
1732300675.1368413,36.875,28.828125,6.73,0.58,4962,2771
1732300675.1868572,36.875,28.828125,6.74,0.58,4966,2771
1732300675.2371178,36.875,28.828125,6.75,0.58,4970,2771
1732300675.2871523,36.875,28.828125,6.75,0.59,4975,2771
1732300675.337356,36.875,28.828125,6.76,0.59,4979,2771
1732300675.3873453,36.875,28.828125,6.76,0.59,4983,2771
1732300675.4375577,36.875,28.828125,6.77,0.59,4988,2771
1732300675.4874551,36.875,28.828125,6.78,0.59,4992,2771
1732300675.5377934,36.875,28.828125,6.79,0.59,4996,2771
1732300675.587928,36.875,28.828125,6.79,0.59,5000,2771
1732300675.6380107,36.875,28.828125,6.8,0.59,5004,2771
1732300675.6881611,36.875,28.828125,6.81,0.59,5008,2772
1732300675.7382712,36.875,28.828125,6.81,0.59,5012,2775
